left_id,right_id,winner,left_lat,left_long,right_lat,right_long,category
50f42c0dfdc9f065f00017ab,513d7b34fdc9f03587006aa8,right,52.152032,21.031616999999983,33.716736,-84.28212200000002,safety
5185d3fbfdc9f03fd500135b,513e1ce7fdc9f0358700986f,left,45.509975,-73.64090499999998,55.751614,37.593470000000025,safety
50f5ee96fdc9f065f0008edb,5140d8cffdc9f04926003abb,equal,50.014408,14.425144000000046,-24.627469,25.953441,safety
50f42bbbfdc9f065f00016f2,513e6445fdc9f0358700b7e3,left,52.33641,21.01389800000004,35.061779,135.77839900000004,safety
513d5677fdc9f03587002fc0,513e6216fdc9f0358700b645,right,52.349315,4.963277999999946,48.867335,2.2739559999999983,safety
50f42c72fdc9f065f0001c91,513d9bf9fdc9f03587007baf,left,52.128446,21.094145000000022,40.822321,-73.83597700000001,safety
513e1f94fdc9f03587009f7d,51422b00fdc9f049260089ce,left,51.594281,-0.1595310000000154,40.056875,-75.14079700000002,safety
51422b6cfdc9f04926008a38,50f4485dfdc9f065f0003f22,right,40.044437,-75.18154099999998,-33.92696,151.23371999999995,safety
513d9e77fdc9f03587008400,5140b85cfdc9f04926001c20,right,40.86449,-73.85198500000001,45.787422,15.932826999999977,safety
50f5642cfdc9f065f0006108,50f6167dbeb2fed91000092b,left,47.699249,-122.286342,40.013278,-75.121578,safety
513cc98afdc9f03587001c3c,5140d9d6fdc9f04926003cc3,right,41.818538,-87.60976199999999,53.284659,-6.267730000000029,safety
5140c9c3fdc9f04926002624,50f560f9fdc9f065f000538f,left,13.718011,100.47963500000004,1.276236,103.861134,safety
514134c5fdc9f0492600479a,513d68e2fdc9f03587004521,equal,55.881004,-4.299531000000002,42.407647,-71.050814,safety
50f60c47beb2fed910000205,513cc35afdc9f0358700166f,right,45.572077,-122.73148600000002,41.836023,-87.62997000000001,safety
513d6c1ffdc9f03587004eba,5140b6c2fdc9f049260017f6,right,39.725443,-104.996958,38.959426,-76.99787500000002,safety
50f5640efdc9f065f0006065,513d6c08fdc9f03587004e7c,left,47.60951,-122.31284,39.795556,-105.08763899999995,safety
51413d6dfdc9f04926005d2e,513d6ad7fdc9f03587004b88,right,-26.255639,27.980242999999973,39.741549,-104.92463099999998,safety
50f5eaf9fdc9f065f0007f24,5140cae7fdc9f049260029b1,left,-22.994553,-43.27195599999999,13.775055,100.49093600000003,safety
513d3071fdc9f03587002724,513d69befdc9f03587004835,left,29.697453,-95.41024800000002,39.785671,-105.075039,safety
50f5612ffdc9f065f0005534,51422c38fdc9f04926008af2,left,1.358927,103.901209,40.06882,-75.151589,safety
51415053fdc9f04926007d00,513e233bfdc9f0358700a64f,right,45.418277,9.269078000000036,55.808808,37.688522000000034,safety
513e6f23fdc9f0358700c522,5140cf86fdc9f04926003151,right,35.732006,139.69719799999996,44.434357,25.99069399999996,safety
51413a0afdc9f049260055f1,513f2a05fdc9f0358700d47f,right,34.025838,-118.207273,52.531008,13.617285000000038,safety
50f4351bfdc9f065f0002b2f,513d5e33fdc9f03587003a1c,left,43.740402,-79.542844,-19.861395,-43.901891999999975,safety
513d6dd7fdc9f035870051fc,50f42bbafdc9f065f00016a7,right,39.780606,-105.102536,52.155418,21.040441999999985,safety
513d578ffdc9f035870031ac,50f445b0fdc9f065f00035de,left,52.37735,4.851963000000069,25.026831,121.464653,safety
513d7e45fdc9f03587007386,513d5d3ffdc9f03587003867,right,40.856666,-73.93376999999998,-19.82963,-43.95911100000001,safety
5140caebfdc9f049260029b9,513f3250fdc9f0358700e065,equal,48.178478,17.154661000000033,52.566374,13.437789000000066,safety
50f563cdfdc9f065f0005e61,5140b739fdc9f04926001949,equal,47.587591,-122.30522000000002,38.914476,-76.97563500000001,safety
513e5e8bfdc9f0358700b0d6,5140b822fdc9f04926001ba5,right,50.461324,30.591813,38.928558,-76.99135100000001,safety
513da056fdc9f0358700895a,513f10d2fdc9f0358700c762,right,33.808403,-84.47197900000003,35.647666,139.722851,safety
51422a58fdc9f04926008924,51408a78fdc9f0358700e723,right,39.91212,-75.15093999999999,40.372269,-3.6299710000000687,safety
51413568fdc9f049260049ce,513d6a43fdc9f035870049f4,right,55.89303,-4.235918999999967,22.28832,114.21701299999997,safety
50f5ed96fdc9f065f0008de0,513cb5e2fdc9f035870009af,left,50.128662,14.542435000000069,41.876869,-87.77327200000002,safety
513e1c16fdc9f03587009645,513d3183fdc9f035870027fa,left,51.586454,-0.0773030000000289,41.78188,-87.80958699999996,safety
513e6e30fdc9f0358700c3de,5140ca6ffdc9f04926002835,equal,35.572536,139.76777600000003,13.757971,100.52209500000004,safety
513d2eaefdc9f035870025cc,50f60875beb2fed6f8000512,right,41.823931,-87.60690699999998,45.518579,-122.62338499999998,safety
50f5ead4fdc9f065f0007dbc,50f463bbfdc9f065f00042d0,right,-22.898901,-43.29220099999998,43.722189,-79.54812500000003,safety
513e1f9bfdc9f03587009f91,513d9ea8fdc9f035870084a3,left,55.796624,37.70139199999994,33.732071,-84.47539899999998,safety
513cb60efdc9f035870009db,513d5fcafdc9f03587003c39,right,29.844023,-95.43972100000002,-19.931639,-43.911045,safety
513d7bb8fdc9f03587006c6b,513f2fbcfdc9f0358700de1d,left,33.832079,-84.388643,52.543674,13.512442999999962,safety
513d9a95fdc9f0358700771f,5140cbabfdc9f04926002c0e,equal,33.658051,-84.44759199999999,13.741698,100.56459199999996,safety
513d5cbefdc9f0358700378b,513d6dedfdc9f03587005223,right,-19.932591,-43.937027,39.750832,-104.92109600000003,safety
513f2ca9fdc9f0358700d8e5,5140980efdc9f04926000c25,right,52.444141,13.29323599999998,41.878632,12.608817000000045,safety
513d2ee2fdc9f035870025f3,513cc79efdc9f03587001a73,right,29.703114,-95.30422,29.676635,-95.38210800000002,safety
514134f9fdc9f04926004855,513d9b2afdc9f0358700790b,right,20.667896,-103.41904999999996,40.851883,-73.83465999999999,safety
50f5eba3fdc9f065f00083af,50f5e769fdc9f065f00070fc,right,-22.787964,-43.373245,-23.50799,-46.655636000000015,safety
513d5dfefdc9f035870039b7,513d7a6efdc9f0358700681c,left,41.354464,2.148684000000003,-33.37607,-70.66675900000001,safety
51413394fdc9f04926004363,513f2acefdc9f0358700d5cf,right,55.83052,-4.294530000000009,52.448985,13.47287700000004,safety
513d9d78fdc9f035870080a6,50f3981dfdc9f065f0000ddb,right,-33.453907,-70.75037500000002,32.054865,34.78189900000007,safety
51413b8afdc9f049260059ac,513f29b9fdc9f0358700d402,right,34.090889,-118.259096,52.426769,13.46970399999998,safety
51422b86fdc9f04926008a51,513cc4c6fdc9f035870017cc,right,39.953079,-75.14835399999998,41.858837,-87.68583799999999,safety
513e1b52fdc9f03587009443,513d6815fdc9f0358700424c,left,51.524559,-0.0507740000000467,42.323043,-71.06370099999998,safety
513e7005fdc9f0358700c658,513d9d65fdc9f03587008063,equal,35.625556,139.65294900000004,-33.419189,-70.56236799999999,safety
51413c4cfdc9f04926005af7,513d6946fdc9f03587004687,left,-26.149055,28.102221999999983,42.333077,-71.107909,safety
51413a61fdc9f049260056c3,50f4352bfdc9f065f0002c1c,right,-26.222802,28.03552300000001,43.728937,-79.42314699999997,safety
50f5ec41fdc9f065f00088bf,50f561a0fdc9f065f0005619,left,-22.802963,-43.38227799999999,1.307934,103.93886999999997,safety
50f560fbfdc9f065f00053e1,513e1b1afdc9f035870093a0,left,1.372362,103.82851900000004,55.745146,37.57041800000002,safety
513d9e6dfdc9f035870083e2,513cbe65fdc9f03587001195,left,33.830648,-84.38021400000002,29.733796,-95.41288099999996,safety
513d5782fdc9f03587003196,513cb6a2fdc9f03587000a66,equal,52.345418,4.853150000000028,29.788105,-95.35168899999996,safety
513cc3d2fdc9f035870016e4,5185ce71fdc9f03fd5000e27,equal,29.708845,-95.34931,45.531076,-73.469628,safety
513d35aafdc9f03587002b0c,5140b953fdc9f04926001e19,equal,41.775795,-87.78533500000003,38.892067,-77.01534600000002,safety
50f561bffdc9f065f000567b,5140d022fdc9f049260031e7,left,1.294395,103.83229200000004,44.44799,26.10304599999995,safety
50f42efffdc9f065f0002578,51422a13fdc9f049260088d9,left,43.666016,-79.45501000000002,39.949215,-75.20318900000001,safety
5141510ffdc9f04926007ecf,5140ca0dfdc9f04926002700,left,45.448567,9.154927000000043,48.184393,17.014369999999985,safety
513e6b2dfdc9f0358700bfc9,5140cea9fdc9f0492600307b,equal,35.672956,139.7125100000001,44.432926,26.13434600000005,safety
5140ca5ffdc9f049260027fc,513d69d1fdc9f03587004878,left,44.460307,26.04752600000006,22.321471,114.16901600000006,safety
513cc010fdc9f0358700133b,50f5e700fdc9f065f0006ef0,right,29.817149,-95.306963,-23.638028,-46.601966,safety
