image_name,safe,lively,beautiful,wealthy,depressing,boring
corr_location_0022_forward.jpg,6.5622742267479115,8.232955056639266,6.434311172907664,7.178528821730576,3.118150635913794,1.763257064572854
corr_location_0036_right.jpg,3.793074068867369,5.94031130091944,3.4812824942424037,3.5707924357021925,6.4418652381803545,4.503752154126092
corr_location_0027_forward.jpg,7.914697216347282,3.910942742986596,6.585808876264697,7.602420542693086,2.4736553525477563,5.26999865779199
corr_location_0012_rear.jpg,2.9742228224779717,3.080353697086546,3.136755904490458,2.770668897889924,6.953403558708781,6.951298056533171
corr_location_0008_right.jpg,4.799610376516003,3.8247806617437594,4.652912956538399,4.955677599398972,5.357482718838695,5.580306129307945
corr_location_0039_right.jpg,1.9983092675382301,2.5181485048965166,4.111385659430324,3.419936894276195,7.7226841723564865,6.258282097938699
corr_location_0011_left.jpg,3.0173583530108634,4.049924648221863,3.241997204522444,3.6070705373127274,6.929751338949526,6.251354927936087
corr_location_0038_rear.jpg,6.126187168553116,6.607209276865384,5.32737026007808,8.015089288809309,3.2490692267191545,3.3995189246904043
corr_location_0049_forward.jpg,3.3910393123237688,2.9817220416538404,3.812137287408542,3.554550547491724,6.047305689952749,6.641517492327382
corr_location_0020_right.jpg,3.9696321981044953,3.308451272838275,3.350386729755663,4.380167284041895,6.468821968704863,5.948528083020018
corr_location_0043_left.jpg,5.260525093038441,4.225618321650151,4.968302298445839,5.90748806334873,4.594698030872707,5.672854389004943
corr_location_0003_right.jpg,4.125024194672403,4.49703049377299,5.347627968283092,3.1739063235563436,5.298921531526382,5.169142049535329
corr_location_0034_rear.jpg,5.228480246264674,5.3906057098912425,5.601855332473999,6.9338444522019405,4.414645684236782,4.529716513510691
corr_location_0006_right.jpg,2.925731885849425,7.278029899766507,2.5785934205794443,3.3719569484135503,7.208675825195338,2.6876130375430978
corr_location_0049_right.jpg,3.670508701436725,2.2720352420593133,2.957306216801102,3.3177041013358153,6.848955145510453,7.650101728671008
corr_location_0033_rear.jpg,5.4753645902717,7.818092189830245,5.340040215548604,4.7853199919790415,4.185201749811146,2.1426556135212276
corr_location_0017_left.jpg,7.032956570185078,4.302130381823853,6.096727703282978,6.2896445551682785,4.205486300033673,5.983649027689507
corr_location_0025_rear.jpg,4.63216747280117,7.346329692307404,6.960815929668635,4.409794381793793,4.287095566137751,2.6157749927397878
corr_location_0010_rear.jpg,3.6915290305383186,3.620573641471474,2.8062767770585113,3.411158317659866,7.14437506794318,6.373856879274836
corr_location_0041_forward.jpg,7.985488338580948,5.873716085559313,7.659904221399292,6.461039422945597,2.761395435145379,4.07776021591699
corr_location_0003_rear.jpg,5.218249084310718,4.377451729451454,5.338387714838376,5.54786120936611,4.220518496184355,5.423029757650176
corr_location_0004_right.jpg,2.6270057407038734,3.282327805848992,2.5681677908504947,1.997132715063749,7.333712367715094,6.526571818927603
corr_location_0021_left.jpg,7.240767352642211,7.337837892562762,7.869778735167529,7.9292942610579455,2.0778544489391275,1.695030978367577
corr_location_0048_rear.jpg,6.315965799037499,4.890230909235561,7.645923860990592,6.650999265349076,2.382938734397809,4.371582793878081
corr_location_0043_rear.jpg,5.05935822201397,3.0325302305025166,5.255701292391727,6.29648564794355,5.407185123375887,7.020788400407966
corr_location_0016_right.jpg,8.344783188496956,2.5157261552189087,8.26300116811177,6.002564759890768,2.692175703636421,7.35873962658383
corr_location_0030_left.jpg,4.479081863070516,5.242465304145133,6.940991266452298,5.732693714493082,4.181550183189032,4.918009167836197
corr_location_0013_right.jpg,1.8193117749080576,5.081817604521625,2.1679563057178606,2.061193683178747,7.832458551364252,4.572088115768556
corr_location_0041_left.jpg,7.552576691541558,6.268719241132157,7.042668080338023,6.011365906531811,2.420046536492399,4.304348837872865
corr_location_0042_right.jpg,3.1696107283775734,4.571246503941012,4.932434321512315,2.883874669228089,5.252885030611957,4.471664489547361
corr_location_0022_rear.jpg,6.156200218725753,7.33566094214825,5.977558248006392,7.368963988131441,3.4795476276702253,2.7514458645552815
corr_location_0001_rear.jpg,2.6263457855342836,3.5268925881666577,2.7819670921988187,3.671736275718933,7.835700004337047,6.7335386522998775
corr_location_0049_rear.jpg,3.580520321642537,3.2843127274098496,3.345460496283223,3.4373215253387133,6.617904120258045,6.836966568506138
corr_location_0004_left.jpg,3.0842075301739365,7.561739417190465,3.165642821844798,2.6328967344658167,6.593326354124935,2.457958293851976
corr_location_0022_right.jpg,7.148927715032469,7.2409568063717025,6.345045272351082,7.944820266581645,2.3427602731759865,2.4954032271182034
corr_location_0026_forward.jpg,4.098839589817033,3.6362683515315095,3.766771561198806,4.649029168254315,6.063165663933208,6.478098984348985
corr_location_0011_right.jpg,3.1708509396082527,1.9289306694533315,3.413058601758292,4.001261548684486,6.816268268087284,7.650641588951879
corr_location_0031_rear.jpg,5.779412395532555,7.281588117857124,5.29639176986001,5.644396085572099,4.395500476622262,2.761053390622894
corr_location_0001_forward.jpg,2.8730494935751256,4.570922623543546,2.5057740985009023,2.618399672211739,7.107990060655597,5.402236311079405
corr_location_0019_right.jpg,1.6562855685320277,4.127973992910471,1.6495424233473082,1.8010919200815132,8.044191902797817,5.483039071524167
corr_location_0032_forward.jpg,2.3827187136140244,4.063113602402453,2.351885794105633,3.385757713145272,7.610604009215917,5.641094637489649
corr_location_0029_right.jpg,8.165581241996524,3.637699779510028,7.926575359992771,8.146498294834283,1.6710529046341405,5.804896547355276
corr_location_0023_right.jpg,2.313816120273186,5.124722219818183,2.064232806922124,3.03650498091421,7.028582019644393,4.535993285123902
corr_location_0005_left.jpg,4.6173658569276235,1.936874568668047,7.749659007438207,4.240420301652186,3.3973478835021282,7.073762530923657
corr_location_0042_left.jpg,2.709727858452452,5.603296579500476,4.475147346599174,2.9197875887266216,5.312296936912044,4.279021496348302
corr_location_0030_forward.jpg,5.000427513576608,6.553516836915231,6.340566073620086,4.62128222003244,4.388475156648307,3.423751985008323
corr_location_0030_rear.jpg,4.8983706806922935,5.4828658602749165,5.763539826424088,4.918613266311131,4.537421677141074,4.3195740570608345
corr_location_0035_left.jpg,6.057781502488151,6.837529210555526,5.615626908872762,6.649255660716378,3.3610615681744593,3.004062886894967
corr_location_0034_left.jpg,3.500586135961587,1.8822297006629518,3.4120511169692898,3.222030430057344,7.000837004894849,8.006560661308527
corr_location_0042_rear.jpg,3.654527936638261,5.715904771287547,4.081174218893517,2.843451802358685,6.168039092786056,4.00857529410161
corr_location_0003_left.jpg,4.472734811013857,4.981736195178098,4.828974896877506,3.8872204607222405,5.212264577416371,4.5459590672850645
corr_location_0018_right.jpg,3.7166150064849712,4.0314157309030385,3.5034045744121998,4.806069644275367,6.555825377373834,5.948854283662328
corr_location_0036_rear.jpg,4.899022686780125,6.787937449118481,3.8374053191113964,4.057993755577808,5.303536805596303,3.903992935810421
corr_location_0031_forward.jpg,5.135522703417441,8.216994257892091,5.472839583176701,5.117069538648487,4.071442864145208,2.027835872990672
corr_location_0012_right.jpg,2.545845936347115,2.4687395781927464,4.845600683928395,2.0975632904097243,6.832297238302569,7.042881576945428
corr_location_0044_left.jpg,3.780029614281339,3.1508379407028846,4.123556630151307,3.3439963358067124,6.070832185033662,6.6170315418500465
corr_location_0010_right.jpg,3.367678911195311,5.674383024289983,2.395343690220375,3.1230379418022443,6.632516539877334,4.843514863687268
corr_location_0036_forward.jpg,4.578823458814286,6.660608876150976,3.6565520995181378,3.227359603161742,5.441870281103167,3.090505987657387
corr_location_0001_right.jpg,3.5480669883946088,3.4494016585426377,3.2970031607029044,3.2862658365497004,6.893597571286572,6.583021964292437
corr_location_0032_left.jpg,1.865136739341423,2.480171112279579,1.8338489226112986,1.9679552990539895,8.11446824568682,7.428447957373747
corr_location_0009_right.jpg,2.1079099417475518,4.157028071016928,2.736351842724524,1.9786616942373012,7.315315096686991,5.672852814143461
corr_location_0007_left.jpg,7.788701597437455,4.048612961642139,5.355624591951823,7.141621555111296,4.781682320486333,6.237611162568257
corr_location_0046_forward.jpg,7.726988447020132,8.044916929363099,6.737660311268243,6.652631504509842,2.4567674755068407,1.93294640853075
corr_location_0031_right.jpg,6.0371600185911785,8.310300953934496,6.080188659747838,6.247677785564491,3.362836026694722,1.7707577848882199
corr_location_0038_right.jpg,7.50424045441006,5.995475549298686,7.3860980574981046,8.328662768935907,2.1903883194023512,4.238425704439525
corr_location_0015_rear.jpg,4.183717939625757,6.8066918914734345,6.780474880334215,4.026931610115754,5.189858924662847,2.893176247936123
corr_location_0010_left.jpg,2.6042285394799376,5.519836230515319,2.557863465789985,2.235541586712767,7.301597109099802,4.5182225943518075
corr_location_0008_rear.jpg,3.9384259834847133,3.9595983647328747,3.3590193342825247,3.638658382038854,6.508039709208731,6.120296606507308
corr_location_0022_left.jpg,6.091561302459793,7.8923323378060175,5.6080322262121065,6.815927293590218,3.425486575564462,2.2219472768359174
corr_location_0045_left.jpg,5.058184395873447,7.982009891477526,6.321606696202381,4.896268104752679,3.1983748410151165,1.8959467905165122
corr_location_0018_left.jpg,3.0908736038290696,5.315234156681525,3.7523395568508353,3.6005504810329376,5.9926250365416465,4.640066877566878
corr_location_0007_forward.jpg,7.3064594653562915,4.766011734568865,5.094409338753994,6.790696283370131,4.4436726927320835,5.197120654238844
corr_location_0012_left.jpg,2.750185524617162,2.853560605475399,2.8579954324175056,2.94631723700239,7.050953126311077,7.134217172302379
corr_location_0031_left.jpg,5.506135581786444,6.561324778192585,4.143395169290311,5.364337906391756,4.851594457985041,3.825247688488666
corr_location_0002_forward.jpg,4.332753392436914,2.1317679608840203,3.7462688398427066,4.208564745845448,6.017583801026784,6.9222774089508246
